WGD ID	Phylogenetic location	Species	KS peak	Credible range	Posterior Mean	Posterior Median	Posterior Mode	90% HPD	Consensus Peak	Consensus Mean	90% HCR	Full_Species	Crown_ages	Stem_ages	90%_HCR_Lower	90%_HCR_Higher	Crown_ages_Lower	Crown_ages_Higher	Stem_ages_Lower	Stem_ages_Higher
OROB	Partial core Lamiales	Tectona_grandis	0.64	0.36-1.34	54.23	53.99	53.99	35.96-71.94	56.84	57.28	46.55-65.78	Scutellaria_baicalensis, Pogostemon_cablin, Tectona_grandis, Rosmarinus_officinalis, Salvia_splendens, Origanum_vulgare, Origanum_majorana, Thymus_quinquecostatus, Ocimum_basilicum, Perilla_frutescens, Callicarpa_americana, Phtheirospermum_japonicum, Striga_hermonthica, Striga_asiatica, Phelipanche_aegyptiaca, Orobanche_cumana, Lindenbergia_luchunensis, Paulownia_fortunei, Mimulus_guttatus, Jacaranda_mimosifolia, Handroanthus_impetiginosus, Andrographis_paniculata, Strobilanthes_cusia, Avicennia_marina, Sesamum_indicum, Utricularia_gibba, Genlisea_aurea, Buddleja_alternifolia	60.007399999999976	64.36389999999999	46.55	65.78	50.3108	70.9455	52.971900000000005	75.63220000000001
OROB	Partial core Lamiales	Thymus_quinquecostatus	1.24	0.69-2.55	62.97	62.49	62.19	44.72-80.87	56.84	57.28	46.55-65.78	Scutellaria_baicalensis, Pogostemon_cablin, Tectona_grandis, Rosmarinus_officinalis, Salvia_splendens, Origanum_vulgare, Origanum_majorana, Thymus_quinquecostatus, Ocimum_basilicum, Perilla_frutescens, Callicarpa_americana, Phtheirospermum_japonicum, Striga_hermonthica, Striga_asiatica, Phelipanche_aegyptiaca, Orobanche_cumana, Lindenbergia_luchunensis, Paulownia_fortunei, Mimulus_guttatus, Jacaranda_mimosifolia, Handroanthus_impetiginosus, Andrographis_paniculata, Strobilanthes_cusia, Avicennia_marina, Sesamum_indicum, Utricularia_gibba, Genlisea_aurea, Buddleja_alternifolia	60.007399999999976	64.36389999999999	46.55	65.78	50.3108	70.9455	52.971900000000005	75.63220000000001
OROB	Partial core Lamiales	Perilla_frutescens	0.87	0.49-1.73	59.33	59.25	57.35	41.51-77.53	56.84	57.28	46.55-65.78	Scutellaria_baicalensis, Pogostemon_cablin, Tectona_grandis, Rosmarinus_officinalis, Salvia_splendens, Origanum_vulgare, Origanum_majorana, Thymus_quinquecostatus, Ocimum_basilicum, Perilla_frutescens, Callicarpa_americana, Phtheirospermum_japonicum, Striga_hermonthica, Striga_asiatica, Phelipanche_aegyptiaca, Orobanche_cumana, Lindenbergia_luchunensis, Paulownia_fortunei, Mimulus_guttatus, Jacaranda_mimosifolia, Handroanthus_impetiginosus, Andrographis_paniculata, Strobilanthes_cusia, Avicennia_marina, Sesamum_indicum, Utricularia_gibba, Genlisea_aurea, Buddleja_alternifolia	60.007399999999976	64.36389999999999	46.55	65.78	50.3108	70.9455	52.971900000000005	75.63220000000001
OROB	Partial core Lamiales	Andrographis_paniculata	1.1	0.62-3.00	61.59	61.83	62.86	42.77-79.61	56.84	57.28	46.55-65.78	Scutellaria_baicalensis, Pogostemon_cablin, Tectona_grandis, Rosmarinus_officinalis, Salvia_splendens, Origanum_vulgare, Origanum_majorana, Thymus_quinquecostatus, Ocimum_basilicum, Perilla_frutescens, Callicarpa_americana, Phtheirospermum_japonicum, Striga_hermonthica, Striga_asiatica, Phelipanche_aegyptiaca, Orobanche_cumana, Lindenbergia_luchunensis, Paulownia_fortunei, Mimulus_guttatus, Jacaranda_mimosifolia, Handroanthus_impetiginosus, Andrographis_paniculata, Strobilanthes_cusia, Avicennia_marina, Sesamum_indicum, Utricularia_gibba, Genlisea_aurea, Buddleja_alternifolia	60.007399999999976	64.36389999999999	46.55	65.78	50.3108	70.9455	52.971900000000005	75.63220000000001
OROB	Partial core Lamiales	Strobilanthes_cusia	1.03	0.57-2.06	59.53	59.47	59.5	42.12-79.15	56.84	57.28	46.55-65.78	Scutellaria_baicalensis, Pogostemon_cablin, Tectona_grandis, Rosmarinus_officinalis, Salvia_splendens, Origanum_vulgare, Origanum_majorana, Thymus_quinquecostatus, Ocimum_basilicum, Perilla_frutescens, Callicarpa_americana, Phtheirospermum_japonicum, Striga_hermonthica, Striga_asiatica, Phelipanche_aegyptiaca, Orobanche_cumana, Lindenbergia_luchunensis, Paulownia_fortunei, Mimulus_guttatus, Jacaranda_mimosifolia, Handroanthus_impetiginosus, Andrographis_paniculata, Strobilanthes_cusia, Avicennia_marina, Sesamum_indicum, Utricularia_gibba, Genlisea_aurea, Buddleja_alternifolia	60.007399999999976	64.36389999999999	46.55	65.78	50.3108	70.9455	52.971900000000005	75.63220000000001
OROB	Partial core Lamiales	Avicennia_marina	0.61	0.27-1.51	55.37	54.65	53.89	36.76-73.81	56.84	57.28	46.55-65.78	Scutellaria_baicalensis, Pogostemon_cablin, Tectona_grandis, Rosmarinus_officinalis, Salvia_splendens, Origanum_vulgare, Origanum_majorana, Thymus_quinquecostatus, Ocimum_basilicum, Perilla_frutescens, Callicarpa_americana, Phtheirospermum_japonicum, Striga_hermonthica, Striga_asiatica, Phelipanche_aegyptiaca, Orobanche_cumana, Lindenbergia_luchunensis, Paulownia_fortunei, Mimulus_guttatus, Jacaranda_mimosifolia, Handroanthus_impetiginosus, Andrographis_paniculata, Strobilanthes_cusia, Avicennia_marina, Sesamum_indicum, Utricularia_gibba, Genlisea_aurea, Buddleja_alternifolia	60.007399999999976	64.36389999999999	46.55	65.78	50.3108	70.9455	52.971900000000005	75.63220000000001
OROB	Partial core Lamiales	Pogostemon_cablin	1.04	0.64-1.78	59.4	59.28	59.37	40.76-77.73	56.84	57.28	46.55-65.78	Scutellaria_baicalensis, Pogostemon_cablin, Tectona_grandis, Rosmarinus_officinalis, Salvia_splendens, Origanum_vulgare, Origanum_majorana, Thymus_quinquecostatus, Ocimum_basilicum, Perilla_frutescens, Callicarpa_americana, Phtheirospermum_japonicum, Striga_hermonthica, Striga_asiatica, Phelipanche_aegyptiaca, Orobanche_cumana, Lindenbergia_luchunensis, Paulownia_fortunei, Mimulus_guttatus, Jacaranda_mimosifolia, Handroanthus_impetiginosus, Andrographis_paniculata, Strobilanthes_cusia, Avicennia_marina, Sesamum_indicum, Utricularia_gibba, Genlisea_aurea, Buddleja_alternifolia	60.007399999999976	64.36389999999999	46.55	65.78	50.3108	70.9455	52.971900000000005	75.63220000000001
OCIM	Ocimum	Ocimum_basilicum	0.42	0.21-1.12	36.02	35.33	34.98	21.22-50.76	34.98	36.02	21.22-50.76	Ocimum_basilicum	0.00029999999999752447	31.939099999999996	21.22	50.76	0.0	41.2917	22.5939	41.2917
ROSM	Rosmarinus	Rosmarinus_officinalis	0.16	0.08-0.48	21.64	20.66	18.38	10.47-32.68	18.38	21.64	10.47-32.68	Rosmarinus_officinalis	0.00019999999998354667	17.608999999999988	10.47	32.68	0.0	28.5667	7.106039999999999	28.5667
STRI	Striga	Striga_asiatica	0.4	0.21-0.96	39.26	38.42	38.06	23.64-54.20	38.06	39.26	23.64-54.20	Striga_hermonthica, Striga_asiatica	16.428600000000017	33.193700000000014	23.64	54.2	6.19348	27.292300000000004	22.9045	43.600100000000005
STRE	Streptocarpus	Streptocarpus_rexii	0.17	0.09-0.37	28.32	27.16	24.98	13.98-41.73	24.98	28.32	13.98-41.73	Streptocarpus_rexii	9.999999996956888e-05	68.48049999999999	13.98	41.73	0.0	81.0262	56.1059	81.0262
ANTI	Antirrhinum	Antirrhinum_majus	0.68	0.41-1.21	54.38	54.26	53.69	35.40-71.83	53.69	54.38	35.40-71.83	Antirrhinum_majus	9.999999996956888e-05	64.36389999999999	35.4	71.83	0.0	75.63220000000001	52.971900000000005	75.63220000000001
SALV	Salvia	Salvia_splendens	0.25	0-1.93	33.55	32.78	30.18	18.97-47.57	30.18	33.55	18.97-47.57	Salvia_splendens	0.00019999999998354667	17.608999999999988	18.97	47.57	0.0	28.5667	7.106039999999999	28.5667
BORA a	Boraginaceae	Lithospermum_erythrorhizon	0.34	0.23-0.63	39.94	39.25	37.6	22.76-56.17	37.6	39.94	22.76-56.17	Lithospermum_erythrorhizon	0.00019999999998354667	70.49399999999999	22.76	56.17	0.0	84.133	51.614599999999996	84.133
BORA b	Boraginaceae	Lithospermum_erythrorhizon	0.72	0.53-0.91	50.15	49.81	49.7	32.40-68.13	49.7	50.15	32.40-68.13	Lithospermum_erythrorhizon	0.00019999999998354667	70.49399999999999	32.4	68.13	0.0	84.133	51.614599999999996	84.133
SMAL	Smallanthus	Smallanthus_sonchifolius	0.07	0-1.90	12.32	11.49	10.09	5.47-18.97	10.09	12.32	5.47-18.97	Smallanthus_sonchifolius	0.00019999999998354667	33.282199999999975	5.47	18.97	0.0	45.6522	20.9169	45.6522
HELI	Heliantheae	Smallanthus_sonchifolius	0.37	0-2.00	38.93	37.84	34.47	21.33-55.58	41.31	44.84	29.11-55.58	Smallanthus_sonchifolius, Scalesia_atractyloides, Helianthus_annuus, Mikania_micrantha, Stevia_rebaudiana	37.77409999999997	48.068599999999975	29.11	55.58	26.0436	49.984899999999996	37.3049	59.1036
HELI	Heliantheae	Stevia_rebaudiana	0.63	0.37-1.04	47.86	47.03	44.68	28.06-66.04	41.31	44.84	29.11-55.58	Smallanthus_sonchifolius, Scalesia_atractyloides, Helianthus_annuus, Mikania_micrantha, Stevia_rebaudiana	37.77409999999997	48.068599999999975	29.11	55.58	26.0436	49.984899999999996	37.3049	59.1036
HELI	Heliantheae	Mikania_micrantha	0.63	0.31-1.12	47.38	46.85	44.0	29.11-66.07	41.31	44.84	29.11-55.58	Smallanthus_sonchifolius, Scalesia_atractyloides, Helianthus_annuus, Mikania_micrantha, Stevia_rebaudiana	37.77409999999997	48.068599999999975	29.11	55.58	26.0436	49.984899999999996	37.3049	59.1036
HELI	Heliantheae	Helianthus_annuus	0.5	0.31-1.06	45.19	44.34	42.06	25.84-63.19	41.31	44.84	29.11-55.58	Smallanthus_sonchifolius, Scalesia_atractyloides, Helianthus_annuus, Mikania_micrantha, Stevia_rebaudiana	37.77409999999997	48.068599999999975	29.11	55.58	26.0436	49.984899999999996	37.3049	59.1036
ARAL	Araliaceae	Panax_ginseng	0.31	0.20-0.66	52.92	52.77	53.76	30.96-74.52	50.39	51.29	30.96-69.27	Panax_quinquefolius, Panax_japonicus, Panax_ginseng, Panax_stipuleanatus, Aralia_elata, Eleutherococcus_senticosus	34.78539999999999	55.94659999999998	30.96	69.27	18.5135	49.6128	41.796299999999995	71.7866
ARAL	Araliaceae	Aralia_elata	0.3	0.20-0.52	48.57	48.03	46.41	27.92-69.27	50.39	51.29	30.96-69.27	Panax_quinquefolius, Panax_japonicus, Panax_ginseng, Panax_stipuleanatus, Aralia_elata, Eleutherococcus_senticosus	34.78539999999999	55.94659999999998	30.96	69.27	18.5135	49.6128	41.796299999999995	71.7866
ARAL	Araliaceae	Eleutherococcus_senticosus	0.36	0.21-0.59	52.39	52.03	51.13	30.63-73.15	50.39	51.29	30.96-69.27	Panax_quinquefolius, Panax_japonicus, Panax_ginseng, Panax_stipuleanatus, Aralia_elata, Eleutherococcus_senticosus	34.78539999999999	55.94659999999998	30.96	69.27	18.5135	49.6128	41.796299999999995	71.7866
ELEU	Eleutherococcus	Eleutherococcus_senticosus	0.13	0.05-0.23	23.74	22.25	19.4	10.61-37.08	19.4	23.74	10.61-37.08	Eleutherococcus_senticosus	0.0	34.78539999999999	10.61	37.08	0.0	49.6128	18.5135	49.6128
DIPS	Dipsacales	Lonicera_japonica	0.72	0.40-1.49	83.02	83.36	83.55	66.72-99.02	83.55	83.02	66.72-99.02	Lonicera_japonica	9.999999996956888e-05	74.40379999999998	66.72	99.02	0.0	87.0301	63.230399999999996	87.0301
AQUI	Aquifoliaceae	Ilex_polyneura	0.35	0.22-0.62	73.27	74.64	78.68	47.28-98.84	78.68	73.27	47.28-98.84	Ilex_polyneura	9.999999996956888e-05	92.1061	47.28	98.84	0.0	103.639	79.30030000000001	103.639
BAUH	Bauhinia	Bauhinia_variegata	0.23	0.15-0.41	34.05	33.43	32.75	22.85-44.26	32.75	34.05	22.85-44.26	Bauhinia_variegata	0.0002000000000279556	29.607600000000023	22.85	44.26	0.0	55.7211	7.49962	55.7211
HIPP a	Hippophae	Hippophae_rhamnoides	0.34	0.17-0.67	42.44	42.01	41.51	29.55-54.58	39.74	41.19	29.55-52.38	Hippophae_rhamnoides, Elaeagnus_angustifolia	23.22660000000003	55.23590000000003	29.55	52.38	7.14935	41.9545	36.839	74.9705
HIPP a	Hippophae	Elaeagnus_angustifolia	0.32	0.17-0.56	39.93	39.35	37.85	27.24-52.38	39.74	41.19	29.55-52.38	Hippophae_rhamnoides, Elaeagnus_angustifolia	23.22660000000003	55.23590000000003	29.55	52.38	7.14935	41.9545	36.839	74.9705
HIPP b	Hippophae	Hippophae_rhamnoides	0.46	0.26-0.80	53.87	53.78	53.61	39.99-66.79	52.29	52.54	39.99-64.74	Hippophae_rhamnoides, Elaeagnus_angustifolia	23.22660000000003	55.23590000000003	39.99	64.74	7.14935	41.9545	36.839	74.9705
HIPP b	Hippophae	Elaeagnus_angustifolia	0.41	0.21-0.88	51.21	50.9	51.02	37.78-64.74	52.29	52.54	39.99-64.74	Hippophae_rhamnoides, Elaeagnus_angustifolia	23.22660000000003	55.23590000000003	39.99	64.74	7.14935	41.9545	36.839	74.9705
TRIP	Tripterygium	Tripterygium_wilfordii	0.16	0.10-0.35	28.18	27.7	27.36	20.43-35.71	27.36	28.18	20.43-35.71	Tripterygium_wilfordii	0.0001000000000139778	90.6477	20.43	35.71	0.0	97.75789999999999	84.4568	97.75789999999999
PASS	Passiflora	Passiflora_edulis	0.52	0.32-1.03	56.75	56.63	56.52	44.37-68.42	56.52	56.75	44.37-68.42	Passiflora_organensis, Passiflora_edulis	23.831999999999987	41.15339999999998	44.37	68.42	9.37551	39.718599999999995	24.7031	57.619299999999996
RHIZ	Rhizophoreae	Rhizophora_apiculata	0.35	0.21-0.63	50.36	50.2	50.16	39.45-61.70	49.05	49.32	39.45-58.69	Bruguiera_sexangula, Kandelia_obovata, Kandelia_candel, Rhizophora_apiculata	27.478799999999982	63.553999999999974	39.45	58.69	9.66174	46.765699999999995	48.4196	78.58460000000001
RHIZ	Rhizophoreae	Bruguiera_sexangula	0.34	0.21-0.60	48.53	48.31	47.83	37.38-58.69	49.05	49.32	39.45-58.69	Bruguiera_sexangula, Kandelia_obovata, Kandelia_candel, Rhizophora_apiculata	27.478799999999982	63.553999999999974	39.45	58.69	9.66174	46.765699999999995	48.4196	78.58460000000001
RHIZ	Rhizophoreae	Kandelia_candel	0.35	0.22-0.63	49.06	48.83	49.31	38.62-60.16	49.05	49.32	39.45-58.69	Bruguiera_sexangula, Kandelia_obovata, Kandelia_candel, Rhizophora_apiculata	27.478799999999982	63.553999999999974	39.45	58.69	9.66174	46.765699999999995	48.4196	78.58460000000001
MELA a	Melastoma	Melastoma_dodecandrum	0.25	0.11-0.54	25.38	24.64	23.67	14.97-35.59	23.67	25.38	14.97-35.59	Melastoma_dodecandrum	0.0001000000000139778	61.5307	14.97	35.59	0.0	86.9058	39.1664	86.9058
MELA b	Melastomataceae	Melastoma_dodecandrum	0.78	0.43-1.57	51.09	50.96	51.63	34.37-66.55	51.63	51.09	34.37-66.55	Melastoma_dodecandrum	0.0001000000000139778	61.5307	34.37	66.55	0.0	86.9058	39.1664	86.9058
HIBI	Hibiscus+Abelmoschus	Hibiscus_cannabinus	0.26	0.12-0.51	28.91	28.11	26.4	17.47-40.06	26.4	28.91	17.47-40.06	Hibiscus_cannabinus, Abelmoschus_esculentus	12.4444	21.652999999999988	17.47	40.06	4.37436	21.8267	11.2549	32.3155
DIPT	Dipterocarpaceae	Shorea_leprosula	0.33	0.19-0.56	45.21	44.72	42.13	30.64-60.86	42.13	45.21	30.64-60.86	Shorea_leprosula	0.0002000000000279556	64.54630000000002	30.64	60.86	0.0	79.80969999999999	47.7762	79.80969999999999
THYM	Thymelaeaceae	Aquilaria_sinensis	1.05	0.56-2.03	70.17	70.28	70.1	56.09-83.53	71.47	71.41	59.66-83.53	Stellera_chamaejasme, Aquilaria_sinensis	28.834300000000024	69.53220000000002	59.66	83.53	9.86181	50.6997	52.778400000000005	84.507
THYM	Thymelaeaceae	Stellera_chamaejasme	1.19	0.33-2.97	72.65	72.86	72.97	59.66-85.83	71.47	71.41	59.66-83.53	Stellera_chamaejasme, Aquilaria_sinensis	28.834300000000024	69.53220000000002	59.66	83.53	9.86181	50.6997	52.778400000000005	84.507
STAP	Partial Crossosomatales	Euscaphis_japonica	0.34	0.21-0.58	73.25	73.69	73.65	48.66-97.59	73.65	73.25	48.66-97.59	Euscaphis_japonica	9.999999996956888e-05	107.0446	48.66	97.59	0.0	111.70199999999998	102.387	111.70199999999998
BRET	Bretschneidera	Bretschneidera_sinensis	0.11	0.07-0.22	26.91	26.53	26.22	18.73-34.71	26.22	26.91	18.73-34.71	Bretschneidera_sinensis	0.00019999999998354667	54.40480000000001	18.73	34.71	0.0	76.3223	32.5855	76.3223
LOME	Lobularia+ Megacarpaea	Lobularia_maritima	0.61	0.35-1.09	40.66	40.32	40.13	27.80-53.40	32.76	33.75	27.80-35.58	Megacarpaea_delavayi, Lobularia_maritima	33.513400000000026	36.28640000000003	27.8	35.58	23.549	44.089299999999994	27.9297	45.4868
LOME	Lobularia+ Megacarpaea	Megacarpaea_delavayi	0.28	0.18-0.48	26.85	26.28	25.48	16.79-35.58	32.76	33.75	27.80-35.58	Megacarpaea_delavayi, Lobularia_maritima	33.513400000000026	36.28640000000003	27.8	35.58	23.549	44.089299999999994	27.9297	45.4868
ORYC	Orychophragmus	Orychophragmus_violaceus	0.19	0.11-0.45	22.66	22.09	20.68	13.88-31.01	20.68	22.66	13.88-31.01	Orychophragmus_violaceus	0.0002000000000279556	23.69210000000004	13.88	31.01	0.0	31.537100000000002	16.2146	31.537100000000002
TOON	Toona	Toona_sinensis	0.13	0.08-0.27	24.23	23.42	22.09	14.94-33.69	22.09	24.23	14.94-33.69	Toona_sinensis	0.0002000000000279556	43.995600000000024	14.94	33.69	0.0	59.920899999999996	27.9379	59.920899999999996
MANG	Mangifera	Mangifera_indica	0.28	0.16-0.54	36.81	36.11	36.03	23.99-48.80	36.03	36.81	23.99-48.80	Mangifera_indica	0.0002000000000279556	18.375900000000023	23.99	48.8	0.0	36.6376	5.13039	36.6376
PROT	Proteaceae	Protea_cynaroides	0.31	0.21-0.51	62.34	61.51	58.41	39.66-86.55	64.36	65.83	61.64 - 78.66	Telopea_speciosissima, Macadamia_integrifolia, Macadamia_jansenii, Protea_cynaroides	54.024199999999986	98.58259999999999	61.64	78.66	29.9944	79.453	67.8514	121.072
PROT	Proteaceae	Telopea_speciosissima	0.29	0.18-0.48	54.0	52.7	49.41	30.80-78.66	64.36	65.83	61.64 - 78.66	Telopea_speciosissima, Macadamia_integrifolia, Macadamia_jansenii, Protea_cynaroides	54.024199999999986	98.58259999999999	61.64	78.66	29.9944	79.453	67.8514	121.072
PROT	Proteaceae	Macadamia_integrifolia	0.38	0.20-1.67	81.17	81.59	85.34	61.64-101.51	64.36	65.83	61.64 - 78.66	Telopea_speciosissima, Macadamia_integrifolia, Macadamia_jansenii, Protea_cynaroides	54.024199999999986	98.58259999999999	61.64	78.66	29.9944	79.453	67.8514	121.072
CYMO	Cymodocea	Cymodocea_nodosa	0.5	0.28-0.76	48.38	47.78	48.04	30.86-64.90	48.04	48.38	30.86-64.90	Cymodocea_nodosa	-0.0001000000000139778	32.43719999999999	30.86	64.9	0.0	55.2673	11.5568	55.2673
POZO	Potamogetonaceae+Zosteraceae	Potamogeton_acutifolius	1.01	0.55-2.09	69.26	69.01	69.19	48.02-90.51	78.01	75.17	63.15-90.51	Potamogeton_acutifolius, Zostera_marina, Zostera_muelleri	46.311599999999984	60.444299999999984	63.15	90.51	26.776	66.4516	38.8489	81.6909
POZO	Potamogetonaceae+Zosteraceae	Zostera_marina	1.03	0.60-1.68	81.07	82.46	86.75	63.15-97.51	78.01	75.17	63.15-90.51	Potamogeton_acutifolius, Zostera_marina, Zostera_muelleri	46.311599999999984	60.444299999999984	63.15	90.51	26.776	66.4516	38.8489	81.6909
SEAG	Partial Alismatales	Cymodocea_nodosa	1.56	0.88-3.00	99.76	100.09	100.43	88.44-111.34	96.19	94.94	88.44-104.39	Potamogeton_acutifolius, Zostera_marina, Zostera_muelleri, Cymodocea_nodosa, Posidonia_oceanica, Thalassia_testudinum	83.02569999999999	105.91519999999998	88.44	104.39	60.1081	106.42799999999998	91.28150000000001	120.24999999999999
SEAG	Partial Alismatales	Potamogeton_acutifolius	1.6	1.03-2.60	94.98	95.37	96.19	83.60-107.49	96.19	94.94	88.44-104.39	Potamogeton_acutifolius, Zostera_marina, Zostera_muelleri, Cymodocea_nodosa, Posidonia_oceanica, Thalassia_testudinum	83.02569999999999	105.91519999999998	88.44	104.39	60.1081	106.42799999999998	91.28150000000001	120.24999999999999
SEAG	Partial Alismatales	Zostera_marina	2.17	1.69-3.00	90.7	91.27	91.63	77.50-104.39	96.19	94.94	88.44-104.39	Potamogeton_acutifolius, Zostera_marina, Zostera_muelleri, Cymodocea_nodosa, Posidonia_oceanica, Thalassia_testudinum	83.02569999999999	105.91519999999998	88.44	104.39	60.1081	106.42799999999998	91.28150000000001	120.24999999999999
SEAG	Partial Alismatales	Posidonia_oceanica	1.06	0.66-1.95	96.75	97.15	99.29	85.04-108.26	96.19	94.94	88.44-104.39	Potamogeton_acutifolius, Zostera_marina, Zostera_muelleri, Cymodocea_nodosa, Posidonia_oceanica, Thalassia_testudinum	83.02569999999999	105.91519999999998	88.44	104.39	60.1081	106.42799999999998	91.28150000000001	120.24999999999999
SEAG	Partial Alismatales	Thalassia_testudinum	1.5	0.71-3.00	92.51	93.18	93.35	79.61-106.94	96.19	94.94	88.44-104.39	Potamogeton_acutifolius, Zostera_marina, Zostera_muelleri, Cymodocea_nodosa, Posidonia_oceanica, Thalassia_testudinum	83.02569999999999	105.91519999999998	88.44	104.39	60.1081	106.42799999999998	91.28150000000001	120.24999999999999
CERA a	Ceratophyllum	Ceratophyllum_demersum	0.13	0.07-0.31	21.74	20.52	18.46	10.82-32.36	18.46	21.74	10.82-32.36	Ceratophyllum_demersum	0.0	128.1914	10.82	32.36	0.0	128.685	127.28600000000002	128.685
CERA b	Ceratophyllum	Ceratophyllum_demersum	0.27	0.26-0.41	38.93	37.39	35.5	19.40-57.65	35.5	38.93	19.40-57.65	Ceratophyllum_demersum	0.0	128.1914	19.4	57.65	0.0	128.685	127.28600000000002	128.685
TAMA	Tamarix	Tamarix_chinensis	0.48	0.28-0.97	54.28	53.61	51.07	33.47-74.87	51.07	54.28	33.47-74.87	Tamarix_chinensis	0.0001000000000139778	74.59219999999999	33.47	74.87	0.0	98.8712	49.4511	98.8712
LEPI	Lepidium	Lepidium_sativum	0.12	0.07-0.30	13.83	13.41	12.86	8.32-19.11	12.86	13.83	8.32-19.11	Lepidium_sativum	0.0002000000000279556	26.37010000000004	8.32	19.11	0.0	36.1609	16.6293	36.1609
ACON	Aconitum	Aconitum_vilmorinianum	0.46	0-2.46	55.0	54.25	53.88	34.77-76.99	53.88	55.0	34.77-76.99	Aconitum_vilmorinianum	0.0	44.350600000000014	34.77	76.99	0.0	64.7934	25.338500000000003	64.7934
POLY a	Polygala	Polygala_tenuifolia	0.29	0.17-0.48	32.27	31.77	31.88	21.29-42.81	31.88	32.27	21.29-42.81	Polygala_tenuifolia	0.00010000000005838672	84.92870000000003	21.29	42.81	0.0	95.8741	73.0587	95.8741
POLY b	Polygalaceae	Polygala_tenuifolia	0.67	0.41-1.15	59.26	59.31	60.27	44.41-73.14	60.27	59.26	44.41-73.14	Polygala_tenuifolia	0.00010000000005838672	84.92870000000003	44.41	73.14	0.0	95.8741	73.0587	95.8741
MESU	Mesua	Mesua_ferrea	0.23	0.12-0.54	36.94	36.59	36.67	26.94-46.80	36.67	36.94	26.94-46.80	Mesua_ferrea	0.00019999999998354667	61.486099999999986	26.94	46.8	0.0	85.16629999999999	36.2039	85.16629999999999
CORN	Cornaceae	Cornus_wilsoniana	0.57	0.32-0.74	84.62	85.1	85.4	70.27-101.14	85.4	84.62	70.27-101.14	Cornus_wilsoniana	0.0	77.04279999999999	70.27	101.14	0.0	98.0324	51.167399999999994	98.0324
AESC	Aesculus	Aesculus_chinensis	0.2	0.11-0.81	63.06	63.16	63.27	47.44-77.69	63.27	63.06	47.44-77.69	Aesculus_chinensis	0.0002000000000279556	42.75860000000002	47.44	77.69	0.0	57.0459	27.3603	57.0459
ABEL	Abelmoschus	Abelmoschus_esculentus	0.08	0.03-0.21	12.38	11.9	11.18	7.23-17.32	11.18	12.38	7.23-17.32	Abelmoschus_esculentus	0.00019999999998354667	12.4444	7.23	17.32	0.0	21.8267	4.37436	21.8267
RHSE	Rhodiola+Sedum	Rhodiola_crenulata	0.5	0.29-1.03	44.36	43.76	43.3	28.22-60.55	43.3	44.36	28.22-60.55	Rhodiola_crenulata, Sedum_album	28.634000000000025	41.04610000000002	28.22	60.55	9.81542	48.6775	18.4914	62.866
ACAN	Acanthochlamys	Acanthochlamys_bracteata	0.37	0.22-0.55	31.78	31.4	30.57	20.18-42.84	30.57	31.78	20.18-42.84	Acanthochlamys_bracteata	-0.0001000000000139778	64.45939999999999	20.18	42.84	0.0	100.784	49.3632	100.784
BRSH a	Brasenia	Brasenia_schreberi	0.09	0.04-0.16	14.04	13.49	13.14	7.73-19.68	13.14	14.04	7.73-19.68	Brasenia_schreberi	0.0	71.4435	7.73	19.68	0.0	116.803	35.1885	116.803
BRSH b	Cabombaceae	Brasenia_schreberi	0.59	0.24-2.29	87.2	85.6	84.42	56.47-118.43	84.42	87.2	56.47-118.43	Brasenia_schreberi	0.0	71.4435	56.47	118.43	0.0	116.803	35.1885	116.803
SAPI	Piperaceae+Saururaceae	Saururus_chinensis	1.19	0.68-2.52	96.68	97.41	98.39	74.30-118.09	98.39	96.68	74.30-118.09	Piper_nigrum, Saururus_chinensis	42.30099999999999	93.6386	74.3	118.09	14.82	69.7291	58.2751	121.96000000000001
SANT	Partial Santalaceae	Santalum_yasi	0.5	0.31-0.94	69.16	69.35	69.91	48.07-91.06	69.91	69.16	48.07-91.06	Santalum_yasi	-4.440892098500626e-14	67.07299999999998	48.07	91.06	0.0	105.59	32.177299999999995	105.59
ZOYS	Zoysia	Zoysia_matrella	0.19	0.09-1.64	27.87	27.24	26.09	16.88-38.39	26.09	27.87	16.88-38.39	Zoysia_japonica, Zoysia_matrella	15.32929999999999	32.16599999999998	16.88	38.39	5.82884	25.4056	21.0924	43.7809
BOTH	Bothriochloa	Bothriochloa_decipiens	0.04	0.02-0.42	8.96	8.62	7.89	5.14-12.40	7.89	8.96	5.14-12.40	Bothriochloa_decipiens	-9.999999996956888e-05	19.569800000000015	5.14	12.4	0.0	29.694	9.63986	29.694
